"age","gender","declared_income","premium_term","policy_term","premium_amount","booking_frequency","location","policy_type","current_status"
24,"male",3e+05,10,20,13065,"Monthly","urban","Term","widow"
59,"male",450000,25,35,20928,"Monthly","urban","Endowment","married"
50,"female",4e+05,20,30,16624,"Monthly","urban","Endowment","married"
25,"male",1e+06,5,15,16990,"Monthly","semi-urban","Term","married"
32,"male",9e+05,10,20,17201,"Half_yearly","rural","Term","married"
56,"female",1350000,30,40,31752,"Monthly","semi-urban","ULIP","married"
43,"female",1350000,25,35,29939,"Monthly","semi-urban","ULIP","married"
58,"female",4e+05,30,40,19057,"Monthly","semi-urban","Endowment","married"
40,"male",950000,15,25,18470,"Quarterly","urban","Term","married"
45,"female",8e+05,20,30,16808,"Monthly","semi-urban","Term","married"
40,"male",8e+05,10,20,13837,"Quarterly","semi-urban","Term","married"
55,"female",250000,25,35,17195,"Half_yearly","urban","Endowment","unmarried"
37,"male",1450000,15,25,34228,"Quarterly","urban","ULIP","unmarried"
24,"female",1200000,5,15,22393,"Monthly","semi-urban","ULIP","married"
48,"female",1350000,25,35,29895,"Monthly","rural","ULIP","unmarried"
25,"female",1e+06,5,15,18723,"Quarterly","urban","Term","married"
50,"male",7e+05,30,40,19999,"Yearly","urban","Endowment","married"
49,"female",450000,20,30,17743,"Yearly","urban","Endowment","married"
48,"male",350000,30,40,15580,"Quarterly","semi-urban","Endowment","married"
32,"male",4e+05,10,20,12875,"Monthly","urban","Term","unmarried"
53,"female",2e+05,30,40,16270,"Monthly","urban","Endowment","unmarried"
26,"male",750000,5,15,16110,"Monthly","urban","Term","married"
40,"male",1250000,10,20,31906,"Quarterly","urban","ULIP","married"
31,"female",1350000,15,25,28959,"Monthly","semi-urban","ULIP","unmarried"
37,"female",550000,20,30,13856,"Monthly","semi-urban","Term","married"
31,"male",1300000,15,25,28779,"Yearly","urban","ULIP","married"
40,"female",5e+05,10,20,11448,"Monthly","urban","Term","married"
34,"male",950000,20,30,16580,"Monthly","semi-urban","Term","unmarried"
19,"female",350000,5,15,9259,"Quarterly","semi-urban","Term","married"
35,"male",7e+05,15,25,19200,"Monthly","rural","Term","married"
29,"female",1e+06,5,15,18029,"Half_yearly","semi-urban","Term","married"
24,"male",650000,10,20,15655,"Monthly","urban","Term","unmarried"
37,"female",1100000,15,25,27386,"Yearly","rural","ULIP","married"
31,"female",1300000,15,25,28308,"Half_yearly","rural","ULIP","unmarried"
52,"female",7e+05,30,40,20783,"Half_yearly","rural","Endowment","unmarried"
21,"female",2e+05,10,20,8172,"Quarterly","urban","Term","unmarried"
20,"female",550000,10,20,11473,"Quarterly","urban","Term","unmarried"
50,"female",7e+05,25,35,19775,"Monthly","rural","Endowment","married"
42,"male",1200000,25,35,26778,"Yearly","semi-urban","ULIP","married"
33,"female",950000,15,25,18861,"Yearly","urban","Term","widow"
31,"male",4e+05,10,20,12428,"Yearly","rural","Term","unmarried"
29,"female",7e+05,5,15,14815,"Quarterly","urban","Term","married"
24,"female",8e+05,10,20,16391,"Half_yearly","urban","Term","unmarried"
54,"female",1150000,20,30,29733,"Monthly","semi-urban","ULIP","widow"
52,"male",1300000,30,40,29332,"Quarterly","rural","ULIP","married"
29,"male",1450000,5,15,33632,"Monthly","urban","ULIP","married"
41,"male",5e+05,25,35,14020,"Quarterly","urban","Term","unmarried"
48,"male",1100000,20,30,28491,"Monthly","semi-urban","ULIP","married"
19,"female",1250000,5,15,25837,"Yearly","semi-urban","ULIP","unmarried"
22,"female",1100000,5,15,23786,"Quarterly","semi-urban","ULIP","unmarried"
51,"male",4e+05,25,35,15827,"Yearly","rural","Endowment","married"
43,"female",1250000,30,40,26683,"Monthly","semi-urban","ULIP","married"
21,"female",1300000,10,20,27541,"Quarterly","urban","ULIP","married"
32,"male",1250000,20,30,28187,"Quarterly","rural","ULIP","married"
53,"male",1100000,25,35,28170,"Monthly","semi-urban","ULIP","married"
52,"female",7e+05,30,40,20695,"Monthly","semi-urban","Endowment","married"
42,"female",650000,25,35,13188,"Monthly","urban","Term","married"
59,"female",1e+06,25,35,24065,"Monthly","rural","Endowment","married"
24,"male",650000,10,20,10952,"Quarterly","rural","Term","married"
22,"male",250000,10,20,9791,"Monthly","urban","Term","married"
18,"male",350000,10,20,9931,"Half_yearly","urban","Term","married"
40,"male",1350000,20,30,31209,"Monthly","urban","ULIP","married"
35,"male",1150000,15,25,27517,"Monthly","rural","ULIP","married"
20,"male",1350000,5,15,26595,"Monthly","urban","ULIP","unmarried"
57,"male",450000,20,30,20548,"Quarterly","rural","Endowment","unmarried"
46,"male",1250000,25,35,31499,"Monthly","rural","ULIP","married"
56,"male",1e+06,25,35,24484,"Yearly","semi-urban","Endowment","married"
41,"female",1e+06,20,30,18268,"Monthly","urban","Term","unmarried"
55,"male",1500000,20,30,35728,"Monthly","urban","ULIP","unmarried"
43,"female",450000,25,35,13747,"Half_yearly","semi-urban","Term","married"
45,"male",350000,30,40,13853,"Yearly","urban","Term","married"
19,"male",450000,5,15,9972,"Monthly","urban","Term","unmarried"
43,"male",4e+05,20,30,16051,"Quarterly","urban","Term","married"
55,"female",1150000,30,40,27779,"Monthly","rural","ULIP","married"
25,"male",450000,5,15,7950,"Half_yearly","rural","Term","married"
33,"male",1200000,15,25,27261,"Half_yearly","rural","ULIP","married"
22,"female",1450000,10,20,27026,"Monthly","rural","ULIP","married"
58,"male",1e+06,20,30,26081,"Quarterly","urban","Endowment","unmarried"
45,"male",1300000,25,35,27853,"Monthly","rural","ULIP","unmarried"
58,"female",1250000,30,40,29948,"Quarterly","rural","ULIP","unmarried"
27,"male",650000,10,20,13779,"Half_yearly","urban","Term","married"
46,"male",850000,25,35,24697,"Yearly","urban","Endowment","married"
44,"female",350000,20,30,13011,"Half_yearly","urban","Term","unmarried"
45,"male",4e+05,25,35,13549,"Yearly","urban","Term","married"
35,"male",250000,15,25,12443,"Monthly","urban","Term","married"
29,"female",950000,5,15,15799,"Quarterly","rural","Term","married"
42,"female",1250000,20,30,30027,"Monthly","semi-urban","ULIP","unmarried"
47,"male",1150000,25,35,31153,"Yearly","rural","ULIP","unmarried"
23,"male",5e+05,10,20,9486,"Yearly","rural","Term","married"
26,"female",350000,5,15,11541,"Monthly","rural","Term","married"
39,"female",6e+05,20,30,13487,"Half_yearly","rural","Term","married"
47,"male",4e+05,30,40,18823,"Quarterly","urban","Endowment","married"
49,"female",950000,20,30,22722,"Quarterly","urban","Endowment","unmarried"
19,"male",950000,5,15,14632,"Half_yearly","urban","Term","unmarried"
43,"male",1450000,30,40,31426,"Quarterly","semi-urban","ULIP","married"
47,"female",2e+05,25,35,15091,"Yearly","semi-urban","Endowment","married"
40,"female",350000,15,25,12640,"Monthly","urban","Term","married"
54,"female",5e+05,25,35,16704,"Quarterly","rural","Endowment","unmarried"
31,"female",1200000,15,25,28125,"Yearly","urban","ULIP","married"
44,"female",6e+05,20,30,14815,"Monthly","urban","Term","married"
46,"female",2e+05,25,35,15078,"Quarterly","semi-urban","Endowment","unmarried"
42,"male",950000,25,35,19322,"Monthly","semi-urban","Term","unmarried"
18,"female",550000,10,20,10543,"Half_yearly","rural","Term","unmarried"
33,"male",8e+05,15,25,16242,"Monthly","semi-urban","Term","unmarried"
54,"male",3e+05,20,30,16639,"Monthly","semi-urban","Endowment","widow"
29,"male",1300000,5,15,30401,"Quarterly","urban","ULIP","unmarried"
45,"male",9e+05,30,40,15176,"Monthly","semi-urban","Term","unmarried"
40,"female",1400000,10,20,30723,"Monthly","urban","ULIP","unmarried"
42,"male",8e+05,30,40,17152,"Yearly","semi-urban","Term","married"
28,"female",7e+05,10,20,14369,"Monthly","urban","Term","unmarried"
44,"female",5e+05,20,30,16580,"Half_yearly","rural","Term","unmarried"
52,"female",250000,25,35,18629,"Monthly","urban","Endowment","married"
30,"male",3e+05,10,20,8357,"Monthly","semi-urban","Term","widow"
30,"female",650000,10,20,16509,"Half_yearly","urban","Term","married"
59,"female",350000,30,40,18894,"Monthly","urban","Endowment","married"
46,"female",650000,20,30,19284,"Half_yearly","semi-urban","Endowment","unmarried"
50,"male",950000,25,35,22245,"Half_yearly","semi-urban","Endowment","unmarried"
34,"male",550000,15,25,14036,"Quarterly","urban","Term","married"
59,"female",2e+05,25,35,16420,"Monthly","semi-urban","Endowment","unmarried"
19,"female",350000,5,15,6927,"Quarterly","rural","Term","unmarried"
38,"female",250000,20,30,11035,"Monthly","semi-urban","Term","married"
24,"female",1300000,5,15,24633,"Quarterly","semi-urban","ULIP","unmarried"
52,"female",1050000,20,30,27510,"Monthly","rural","ULIP","married"
28,"male",3e+05,5,15,10132,"Monthly","semi-urban","Term","married"
39,"female",250000,15,25,8124,"Monthly","semi-urban","Term","unmarried"
22,"female",3e+05,10,20,11539,"Yearly","urban","Term","married"
51,"female",1050000,20,30,30868,"Yearly","urban","ULIP","married"
27,"male",1250000,5,15,26211,"Monthly","semi-urban","ULIP","married"
54,"male",5e+05,20,30,20084,"Half_yearly","semi-urban","Endowment","unmarried"
35,"male",5e+05,10,20,16538,"Monthly","urban","Term","unmarried"
27,"male",250000,10,20,10157,"Quarterly","urban","Term","married"
21,"female",1200000,10,20,25862,"Yearly","urban","ULIP","married"
39,"male",350000,20,30,10446,"Monthly","urban","Term","unmarried"
42,"male",3e+05,20,30,12470,"Monthly","urban","Term","unmarried"
39,"male",4e+05,10,20,12904,"Yearly","rural","Term","married"
56,"female",1500000,25,35,33372,"Monthly","rural","ULIP","unmarried"
27,"male",750000,10,20,16944,"Monthly","urban","Term","widow"
32,"male",450000,10,20,12849,"Monthly","rural","Term","married"
29,"female",1250000,5,15,27104,"Half_yearly","urban","ULIP","unmarried"
27,"male",250000,5,15,10105,"Quarterly","semi-urban","Term","unmarried"
59,"female",250000,30,40,19923,"Monthly","urban","Endowment","married"
44,"male",1500000,30,40,33397,"Monthly","urban","ULIP","married"
28,"male",350000,10,20,11041,"Half_yearly","urban","Term","married"
53,"female",9e+05,20,30,22576,"Yearly","rural","Endowment","unmarried"
21,"female",1250000,5,15,25840,"Monthly","rural","ULIP","married"
58,"female",650000,20,30,25123,"Quarterly","urban","Endowment","married"
54,"male",6e+05,25,35,20203,"Half_yearly","rural","Endowment","married"
21,"female",3e+05,10,20,7759,"Quarterly","semi-urban","Term","unmarried"
35,"male",950000,20,30,16220,"Half_yearly","semi-urban","Term","unmarried"
60,"female",1300000,20,30,30161,"Monthly","semi-urban","ULIP","unmarried"
20,"female",250000,5,15,8646,"Monthly","semi-urban","Term","married"
60,"male",950000,25,35,22843,"Monthly","rural","Endowment","married"
44,"male",850000,30,40,20177,"Monthly","urban","Term","married"
18,"female",750000,10,20,14966,"Monthly","rural","Term","married"
27,"female",1150000,5,15,26761,"Monthly","urban","ULIP","married"
25,"female",950000,10,20,16483,"Quarterly","rural","Term","married"
23,"female",1250000,5,15,32029,"Monthly","urban","ULIP","unmarried"
25,"female",5e+05,10,20,15026,"Monthly","urban","Term","married"
37,"female",1150000,20,30,28530,"Quarterly","semi-urban","ULIP","widow"
57,"male",9e+05,30,40,21332,"Quarterly","rural","Endowment","married"
39,"female",1250000,10,20,27309,"Monthly","semi-urban","ULIP","unmarried"
45,"female",1450000,20,30,31235,"Yearly","urban","ULIP","married"
48,"female",750000,25,35,22803,"Monthly","rural","Endowment","unmarried"
50,"male",1300000,25,35,31129,"Half_yearly","rural","ULIP","married"
36,"female",5e+05,20,30,13008,"Half_yearly","rural","Term","widow"
56,"female",1e+06,30,40,26413,"Monthly","urban","Endowment","married"
21,"female",1450000,10,20,28566,"Quarterly","rural","ULIP","married"
46,"female",9e+05,25,35,24123,"Monthly","urban","Endowment","married"
43,"male",750000,25,35,14939,"Quarterly","semi-urban","Term","married"
27,"male",1200000,5,15,26062,"Monthly","semi-urban","ULIP","unmarried"
58,"male",1300000,20,30,31714,"Half_yearly","semi-urban","ULIP","unmarried"
53,"female",1250000,25,35,30313,"Quarterly","semi-urban","ULIP","unmarried"
53,"male",1050000,20,30,28910,"Half_yearly","semi-urban","ULIP","married"
49,"male",1250000,30,40,33870,"Monthly","urban","ULIP","married"
24,"female",1400000,5,15,28805,"Yearly","rural","ULIP","married"
49,"female",1350000,20,30,32934,"Quarterly","semi-urban","ULIP","unmarried"
27,"female",1250000,5,15,28760,"Monthly","urban","ULIP","married"
42,"female",8e+05,25,35,16159,"Monthly","semi-urban","Term","married"
31,"male",950000,10,20,16109,"Yearly","semi-urban","Term","unmarried"
59,"male",8e+05,30,40,23005,"Half_yearly","rural","Endowment","unmarried"
41,"male",7e+05,30,40,15680,"Monthly","semi-urban","Term","married"
25,"male",1050000,10,20,26063,"Monthly","semi-urban","ULIP","married"
30,"female",6e+05,10,20,17496,"Monthly","urban","Term","unmarried"
33,"female",1300000,10,20,30714,"Quarterly","urban","ULIP","married"
39,"female",550000,20,30,14294,"Quarterly","rural","Term","married"
34,"male",2e+05,10,20,9363,"Half_yearly","rural","Term","married"
31,"female",1450000,10,20,30782,"Half_yearly","semi-urban","ULIP","widow"
47,"female",1200000,25,35,30137,"Monthly","semi-urban","ULIP","married"
55,"male",250000,25,35,16358,"Monthly","rural","Endowment","unmarried"
50,"female",3e+05,20,30,19504,"Quarterly","urban","Endowment","married"
39,"male",3e+05,20,30,13982,"Yearly","urban","Term","unmarried"
41,"female",750000,30,40,16694,"Monthly","semi-urban","Term","unmarried"
34,"male",950000,10,20,15747,"Quarterly","semi-urban","Term","married"
50,"male",550000,25,35,17805,"Monthly","urban","Endowment","married"
30,"female",4e+05,10,20,8751,"Monthly","semi-urban","Term","married"
60,"male",1450000,25,35,33528,"Monthly","rural","ULIP","unmarried"
48,"female",450000,20,30,18973,"Half_yearly","urban","Endowment","married"
44,"female",4e+05,20,30,12801,"Yearly","rural","Term","unmarried"
33,"female",1100000,15,25,29101,"Monthly","urban","ULIP","married"
52,"male",1e+06,30,40,24654,"Half_yearly","urban","Endowment","married"
48,"male",1400000,25,35,29067,"Monthly","rural","ULIP","married"
53,"female",1050000,30,40,26178,"Monthly","semi-urban","ULIP","married"
28,"male",1350000,10,20,27365,"Monthly","urban","ULIP","unmarried"
50,"female",750000,30,40,21805,"Yearly","urban","Endowment","married"
43,"male",1500000,25,35,32857,"Quarterly","urban","ULIP","unmarried"
35,"female",4e+05,20,30,9479,"Quarterly","semi-urban","Term","married"
21,"male",1450000,5,15,29196,"Yearly","rural","ULIP","unmarried"
56,"male",1350000,25,35,34609,"Half_yearly","urban","ULIP","married"
38,"male",7e+05,15,25,12825,"Monthly","urban","Term","unmarried"
18,"female",1300000,10,20,27048,"Monthly","semi-urban","ULIP","married"
39,"male",1400000,20,30,27874,"Half_yearly","rural","ULIP","married"
52,"female",1050000,20,30,27104,"Half_yearly","urban","ULIP","married"
33,"female",1300000,15,25,30170,"Monthly","urban","ULIP","married"
46,"male",450000,20,30,18379,"Half_yearly","urban","Endowment","married"
57,"female",7e+05,20,30,23729,"Half_yearly","urban","Endowment","married"
42,"male",1450000,30,40,30628,"Half_yearly","rural","ULIP","married"
47,"male",3e+05,30,40,12725,"Half_yearly","semi-urban","Endowment","unmarried"
40,"male",5e+05,20,30,17428,"Monthly","urban","Term","unmarried"
51,"male",8e+05,25,35,25704,"Monthly","urban","Endowment","unmarried"
50,"male",850000,25,35,23697,"Monthly","urban","Endowment","married"
53,"female",350000,20,30,18611,"Quarterly","urban","Endowment","married"
43,"female",6e+05,20,30,16389,"Quarterly","urban","Term","married"
60,"female",450000,30,40,21694,"Monthly","semi-urban","Endowment","unmarried"
57,"female",1150000,20,30,31656,"Quarterly","urban","ULIP","unmarried"
21,"male",1100000,10,20,28188,"Half_yearly","semi-urban","ULIP","married"
39,"male",5e+05,20,30,13964,"Monthly","semi-urban","Term","widow"
19,"female",1150000,10,20,24542,"Monthly","semi-urban","ULIP","married"
51,"male",850000,20,30,21118,"Monthly","rural","Endowment","unmarried"
53,"male",3e+05,30,40,18159,"Quarterly","rural","Endowment","unmarried"
33,"male",1e+06,10,20,18445,"Monthly","urban","Term","unmarried"
21,"male",1200000,5,15,24481,"Half_yearly","rural","ULIP","married"
51,"male",350000,20,30,16531,"Quarterly","semi-urban","Endowment","widow"
49,"male",5e+05,20,30,19478,"Half_yearly","urban","Endowment","unmarried"
26,"female",4e+05,5,15,14515,"Half_yearly","urban","Term","unmarried"
37,"female",650000,15,25,15497,"Half_yearly","urban","Term","married"
39,"male",650000,15,25,16621,"Yearly","urban","Term","married"
34,"female",4e+05,20,30,10227,"Half_yearly","rural","Term","unmarried"
22,"male",1100000,10,20,27484,"Yearly","urban","ULIP","unmarried"
37,"male",5e+05,15,25,16454,"Yearly","urban","Term","unmarried"
34,"male",1450000,10,20,29476,"Half_yearly","urban","ULIP","unmarried"
32,"male",450000,10,20,12711,"Monthly","semi-urban","Term","married"
43,"male",6e+05,20,30,17395,"Monthly","urban","Term","married"
31,"female",1500000,15,25,29397,"Yearly","urban","ULIP","unmarried"
27,"female",1100000,5,15,25742,"Monthly","urban","ULIP","unmarried"
22,"female",550000,10,20,13290,"Yearly","rural","Term","unmarried"
49,"female",5e+05,20,30,17992,"Monthly","rural","Endowment","married"
32,"male",350000,10,20,12619,"Quarterly","urban","Term","married"
43,"female",1400000,25,35,30520,"Half_yearly","rural","ULIP","unmarried"
40,"female",1e+06,15,25,16466,"Monthly","semi-urban","Term","unmarried"
37,"female",8e+05,20,30,16654,"Monthly","urban","Term","widow"
43,"male",450000,30,40,11783,"Monthly","semi-urban","Term","married"
60,"male",1500000,20,30,34124,"Quarterly","rural","ULIP","married"
44,"female",1200000,25,35,27995,"Monthly","semi-urban","ULIP","married"
23,"female",1300000,10,20,26018,"Quarterly","semi-urban","ULIP","married"
46,"male",650000,30,40,20493,"Quarterly","semi-urban","Endowment","widow"
29,"female",750000,10,20,13533,"Monthly","semi-urban","Term","unmarried"
57,"female",1300000,30,40,32134,"Quarterly","urban","ULIP","married"
36,"male",1e+06,15,25,21139,"Monthly","urban","Term","unmarried"
31,"female",250000,20,30,10921,"Quarterly","rural","Term","married"
19,"female",1350000,5,15,26682,"Quarterly","urban","ULIP","unmarried"
58,"male",250000,25,35,18409,"Monthly","urban","Endowment","married"
52,"male",1450000,30,40,31406,"Monthly","semi-urban","ULIP","married"
55,"male",750000,20,30,20885,"Monthly","rural","Endowment","widow"
51,"male",350000,30,40,16349,"Monthly","urban","Endowment","unmarried"
57,"male",1500000,30,40,32794,"Yearly","semi-urban","ULIP","married"
60,"male",3e+05,25,35,14599,"Half_yearly","semi-urban","Endowment","married"
52,"male",1200000,25,35,28384,"Monthly","urban","ULIP","married"
45,"female",1300000,25,35,32326,"Monthly","urban","ULIP","unmarried"
40,"female",1450000,20,30,32760,"Monthly","urban","ULIP","married"
25,"male",1300000,10,20,27772,"Monthly","urban","ULIP","unmarried"
19,"male",1e+06,5,15,17048,"Quarterly","rural","Term","married"
32,"male",1250000,15,25,28871,"Quarterly","semi-urban","ULIP","unmarried"
25,"male",7e+05,10,20,14426,"Quarterly","urban","Term","married"
32,"female",4e+05,10,20,13134,"Monthly","urban","Term","married"
30,"male",550000,10,20,11768,"Monthly","semi-urban","Term","unmarried"
31,"female",8e+05,10,20,14281,"Monthly","urban","Term","unmarried"
57,"male",1400000,30,40,30687,"Monthly","rural","ULIP","unmarried"
55,"male",1e+06,20,30,24271,"Monthly","urban","Endowment","married"
48,"female",1450000,30,40,33193,"Monthly","semi-urban","ULIP","married"
26,"male",450000,10,20,9502,"Monthly","rural","Term","widow"
47,"male",1450000,20,30,32080,"Half_yearly","urban","ULIP","married"
33,"female",1e+06,15,25,19184,"Yearly","urban","Term","unmarried"
59,"female",1500000,20,30,35931,"Half_yearly","rural","ULIP","unmarried"
54,"female",7e+05,20,30,21775,"Monthly","urban","Endowment","unmarried"
31,"female",1e+06,15,25,21392,"Quarterly","urban","Term","widow"
25,"female",1350000,10,20,29033,"Monthly","semi-urban","ULIP","unmarried"
53,"female",1450000,20,30,34755,"Monthly","urban","ULIP","married"
27,"female",650000,10,20,16341,"Monthly","urban","Term","married"
19,"female",250000,5,15,10580,"Half_yearly","urban","Term","unmarried"
23,"female",1500000,5,15,32219,"Yearly","rural","ULIP","unmarried"
46,"male",1500000,30,40,30577,"Quarterly","semi-urban","ULIP","married"
41,"male",6e+05,20,30,14623,"Monthly","urban","Term","married"
32,"male",850000,10,20,16861,"Monthly","semi-urban","Term","unmarried"
34,"male",1050000,20,30,25651,"Half_yearly","semi-urban","ULIP","married"
54,"male",8e+05,20,30,21173,"Monthly","rural","Endowment","married"
59,"female",1400000,20,30,35836,"Monthly","urban","ULIP","unmarried"
52,"female",650000,30,40,21343,"Quarterly","urban","Endowment","married"
60,"male",1100000,25,35,29833,"Quarterly","urban","ULIP","married"
41,"female",1150000,25,35,25159,"Monthly","rural","ULIP","married"
18,"male",1e+06,10,20,16580,"Quarterly","urban","Term","unmarried"
44,"male",1400000,20,30,29229,"Quarterly","urban","ULIP","married"
26,"male",1200000,5,15,26836,"Monthly","urban","ULIP","married"
56,"male",1400000,20,30,32948,"Yearly","semi-urban","ULIP","married"
26,"male",450000,10,20,13074,"Quarterly","rural","Term","unmarried"
32,"female",550000,15,25,13102,"Monthly","rural","Term","unmarried"
36,"female",6e+05,15,25,12945,"Yearly","urban","Term","unmarried"
52,"male",950000,25,35,23005,"Quarterly","rural","Endowment","married"
21,"male",550000,5,15,10398,"Monthly","semi-urban","Term","unmarried"
48,"female",350000,20,30,15491,"Monthly","rural","Endowment","married"
45,"female",2e+05,25,35,11056,"Monthly","urban","Term","married"
53,"male",3e+05,30,40,18219,"Monthly","rural","Endowment","married"
27,"male",950000,10,20,15087,"Monthly","rural","Term","married"
48,"male",250000,25,35,16578,"Monthly","urban","Endowment","married"
39,"male",450000,15,25,15703,"Monthly","urban","Term","unmarried"
54,"male",2e+05,25,35,12858,"Monthly","semi-urban","Endowment","married"
41,"male",1050000,20,30,26101,"Monthly","semi-urban","ULIP","widow"
60,"female",7e+05,25,35,20742,"Quarterly","urban","Endowment","married"
26,"male",950000,10,20,15698,"Monthly","semi-urban","Term","married"
60,"male",850000,25,35,22997,"Yearly","semi-urban","Endowment","unmarried"
37,"female",850000,20,30,16239,"Yearly","semi-urban","Term","married"
60,"male",1300000,20,30,30579,"Half_yearly","rural","ULIP","married"
47,"male",850000,30,40,23030,"Monthly","urban","Endowment","married"
43,"male",1450000,30,40,32320,"Yearly","urban","ULIP","married"
50,"female",7e+05,25,35,21309,"Monthly","semi-urban","Endowment","married"
23,"male",6e+05,5,15,12308,"Monthly","semi-urban","Term","unmarried"
34,"male",950000,15,25,16449,"Monthly","rural","Term","married"
47,"female",4e+05,25,35,16186,"Half_yearly","urban","Endowment","married"
19,"female",7e+05,5,15,11556,"Yearly","semi-urban","Term","unmarried"
49,"male",1100000,20,30,27403,"Yearly","rural","ULIP","unmarried"
36,"female",1350000,15,25,27995,"Quarterly","semi-urban","ULIP","married"
22,"female",1050000,5,15,24868,"Monthly","urban","ULIP","widow"
35,"female",450000,10,20,11704,"Quarterly","rural","Term","married"
22,"male",1100000,10,20,22111,"Monthly","rural","ULIP","unmarried"
25,"male",450000,5,15,10179,"Monthly","urban","Term","married"
60,"male",1400000,20,30,38140,"Quarterly","urban","ULIP","unmarried"
49,"male",1050000,25,35,28704,"Quarterly","urban","ULIP","unmarried"
27,"male",3e+05,5,15,10633,"Monthly","semi-urban","Term","married"
46,"male",1350000,20,30,32344,"Quarterly","urban","ULIP","married"
28,"female",9e+05,10,20,16725,"Monthly","urban","Term","unmarried"
60,"female",1250000,20,30,32751,"Monthly","urban","ULIP","unmarried"
29,"male",4e+05,5,15,9312,"Quarterly","urban","Term","unmarried"
40,"male",8e+05,15,25,18589,"Yearly","urban","Term","married"
41,"female",6e+05,20,30,15047,"Quarterly","urban","Term","unmarried"
27,"female",950000,10,20,14995,"Quarterly","semi-urban","Term","married"
39,"male",850000,10,20,15691,"Yearly","rural","Term","unmarried"
24,"male",950000,5,15,17787,"Monthly","urban","Term","married"
55,"female",950000,20,30,27680,"Half_yearly","urban","Endowment","married"
46,"male",650000,30,40,20625,"Monthly","rural","Endowment","married"
22,"female",3e+05,10,20,8844,"Quarterly","urban","Term","unmarried"
54,"female",8e+05,30,40,25029,"Monthly","urban","Endowment","unmarried"
49,"male",1050000,25,35,24634,"Monthly","rural","ULIP","married"
42,"female",1050000,30,40,26298,"Quarterly","urban","ULIP","married"
60,"female",350000,25,35,18798,"Quarterly","rural","Endowment","married"
43,"female",1500000,20,30,29522,"Monthly","rural","ULIP","married"
57,"male",1150000,25,35,32465,"Monthly","urban","ULIP","married"
45,"female",550000,25,35,12352,"Quarterly","semi-urban","Term","unmarried"
19,"male",5e+05,5,15,9685,"Quarterly","urban","Term","married"
53,"female",1400000,25,35,30133,"Quarterly","semi-urban","ULIP","married"
40,"male",850000,10,20,17697,"Monthly","urban","Term","married"
24,"male",950000,5,15,15670,"Monthly","semi-urban","Term","married"
37,"male",850000,10,20,13881,"Yearly","rural","Term","married"
45,"male",850000,25,35,17469,"Monthly","urban","Term","unmarried"
19,"female",3e+05,10,20,8753,"Monthly","urban","Term","married"
52,"male",450000,25,35,18586,"Monthly","semi-urban","Endowment","married"
41,"male",1200000,25,35,26123,"Monthly","rural","ULIP","married"
18,"male",1050000,10,20,24443,"Monthly","urban","ULIP","married"
27,"female",1500000,10,20,29383,"Half_yearly","urban","ULIP","unmarried"
58,"female",1300000,25,35,29087,"Half_yearly","semi-urban","ULIP","married"
53,"male",1050000,20,30,30367,"Half_yearly","urban","ULIP","unmarried"
27,"female",1200000,5,15,27825,"Half_yearly","semi-urban","ULIP","married"
31,"male",1300000,15,25,28228,"Monthly","semi-urban","ULIP","married"
42,"male",1500000,25,35,32458,"Quarterly","rural","ULIP","unmarried"
19,"female",1e+06,5,15,14819,"Monthly","rural","Term","unmarried"
22,"female",8e+05,10,20,15477,"Monthly","semi-urban","Term","unmarried"
31,"female",850000,20,30,17182,"Monthly","rural","Term","married"
44,"male",850000,20,30,16165,"Yearly","rural","Term","unmarried"
35,"male",850000,15,25,16750,"Quarterly","semi-urban","Term","married"
39,"female",1400000,15,25,31190,"Monthly","semi-urban","ULIP","unmarried"
55,"female",7e+05,20,30,23230,"Quarterly","urban","Endowment","married"
36,"female",7e+05,20,30,14864,"Yearly","semi-urban","Term","widow"
52,"female",2e+05,30,40,13430,"Monthly","semi-urban","Endowment","married"
38,"male",550000,15,25,13120,"Monthly","rural","Term","widow"
24,"male",550000,5,15,13385,"Monthly","urban","Term","unmarried"
30,"male",1350000,10,20,27146,"Quarterly","semi-urban","ULIP","married"
19,"female",4e+05,10,20,10116,"Yearly","semi-urban","Term","married"
55,"male",250000,30,40,17635,"Monthly","semi-urban","Endowment","married"
59,"male",850000,25,35,23798,"Quarterly","rural","Endowment","unmarried"
25,"female",1400000,5,15,29094,"Quarterly","urban","ULIP","married"
47,"female",450000,20,30,16787,"Monthly","semi-urban","Endowment","married"
46,"male",1150000,30,40,28603,"Monthly","urban","ULIP","married"
51,"male",1300000,20,30,28224,"Monthly","urban","ULIP","married"
57,"female",1200000,20,30,29233,"Yearly","rural","ULIP","unmarried"
39,"female",7e+05,20,30,16222,"Monthly","urban","Term","unmarried"
20,"female",1200000,5,15,23911,"Monthly","semi-urban","ULIP","unmarried"
37,"female",1050000,10,20,28184,"Yearly","urban","ULIP","married"
23,"male",350000,5,15,9910,"Quarterly","semi-urban","Term","unmarried"
29,"female",3e+05,10,20,11667,"Yearly","urban","Term","married"
45,"female",9e+05,20,30,19112,"Monthly","rural","Term","married"
21,"male",5e+05,5,15,7566,"Quarterly","rural","Term","unmarried"
30,"male",450000,10,20,12608,"Quarterly","urban","Term","unmarried"
26,"male",950000,5,15,17083,"Monthly","urban","Term","married"
